"subject" "activity" "signal" "measurement"
15 "STANDING" "tGravityAcc.std().X" -0.988432084716981
16 "STANDING" "tGravityAcc.std().X" -0.985359689871795
17 "STANDING" "tGravityAcc.std().X" -0.985751365769231
18 "STANDING" "tGravityAcc.std().X" -0.994270075205479
19 "STANDING" "tGravityAcc.std().X" -0.992411542465753
20 "STANDING" "tGravityAcc.std().X" -0.981916942054795
21 "STANDING" "tGravityAcc.std().X" -0.982906668876405
22 "STANDING" "tGravityAcc.std().X" -0.992827298253968
23 "STANDING" "tGravityAcc.std().X" -0.984610385
24 "STANDING" "tGravityAcc.std().X" -0.992197591884058
25 "STANDING" "tGravityAcc.std().X" -0.993148267702703
26 "STANDING" "tGravityAcc.std().X" -0.992678782162162
27 "STANDING" "tGravityAcc.std().X" -0.994012162875
28 "STANDING" "tGravityAcc.std().X" -0.990059426582279
29 "STANDING" "tGravityAcc.std().X" -0.996764227384615
30 "STANDING" "tGravityAcc.std().X" -0.996420919152542
1 "WALKING" "tGravityAcc.std().X" -0.976609642526316
2 "WALKING" "tGravityAcc.std().X" -0.972693201355932
3 "WALKING" "tGravityAcc.std().X" -0.97777159137931
4 "WALKING" "tGravityAcc.std().X" -0.983826494833333
5 "WALKING" "tGravityAcc.std().X" -0.979348381428571
6 "WALKING" "tGravityAcc.std().X" -0.977779896491228
7 "WALKING" "tGravityAcc.std().X" -0.979851271403509
8 "WALKING" "tGravityAcc.std().X" -0.974752050208333
9 "WALKING" "tGravityAcc.std().X" -0.980971973653846
10 "WALKING" "tGravityAcc.std().X" -0.974435158113208
11 "WALKING" "tGravityAcc.std().X" -0.98110101440678
12 "WALKING" "tGravityAcc.std().X" -0.97911312
13 "WALKING" "tGravityAcc.std().X" -0.97254492245614
14 "WALKING" "tGravityAcc.std().X" -0.974816884237288
15 "WALKING" "tGravityAcc.std().X" -0.978397287962963
16 "WALKING" "tGravityAcc.std().X" -0.982469595490196
17 "WALKING" "tGravityAcc.std().X" -0.980983351639344
18 "WALKING" "tGravityAcc.std().X" -0.983010882678571
19 "WALKING" "tGravityAcc.std().X" -0.9698614625
20 "WALKING" "tGravityAcc.std().X" -0.970327266470588
21 "WALKING" "tGravityAcc.std().X" -0.969576355384615
22 "WALKING" "tGravityAcc.std().X" -0.969643448043478
23 "WALKING" "tGravityAcc.std().X" -0.977230903898305
24 "WALKING" "tGravityAcc.std().X" -0.983132400344828
25 "WALKING" "tGravityAcc.std().X" -0.979499263243243
26 "WALKING" "tGravityAcc.std().X" -0.980055651016949
27 "WALKING" "tGravityAcc.std().X" -0.979866136842105
28 "WALKING" "tGravityAcc.std().X" -0.976693902592593
29 "WALKING" "tGravityAcc.std().X" -0.978253538867925
30 "WALKING" "tGravityAcc.std().X" -0.979752466923077
1 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.950559811632653
2 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.940361759574468
3 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.950061129591837
4 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.955258881333333
5 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.950490938510638
6 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.9544062675
7 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.964875962978723
8 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.945766561578947
9 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.952141220714286
10 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.939267613157895
11 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.954497498695652
12 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.959504017391304
13 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.952643084042553
14 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.919098794
15 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.942806478333333
16 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.957785118085106
17 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.950026242173913
18 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.960404874545455
19 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.899726139487179
20 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.940458075111111
21 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.940194827777778
22 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.941242334722222
23 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.950790837407407
24 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.961845327454545
25 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.964470066724138
26 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.9627219918
27 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.946975165
28 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.956921542391304
29 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.9417361925
30 "WALKING DOWNSTAIRS" "tGravityAcc.std().X" -0.958890388709677
1 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.956367027924528
2 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.934407739791667
3 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.944040819322034
4 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.958495235576923
5 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.95357996893617
6 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.959399425098039
7 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.932823053333333
8 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.926673287804878
9 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.954383557142857
10 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.959216072340425
11 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.953463105740741
12 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.960246289807692
13 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.946441502363636
14 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.928523640925926
15 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.952562395625
16 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.948413552745098
17 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.949460372291667
18 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.961738807068966
19 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.916495992
20 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.931405014313725
21 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.940911635531915
22 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.94063384047619
23 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.933344481568627
24 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.962190567457627
25 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.950878450307692
26 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.962011392181818
27 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.956433874705882
28 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.944697800196078
29 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.954189013061225
30 "WALKING UPSTAIRS" "tGravityAcc.std().X" -0.954033624307692
1 "LAYING" "tGravityAcc.std().Y" -0.90772000676
2 "LAYING" "tGravityAcc.std().Y" -0.988211865208333
3 "LAYING" "tGravityAcc.std().Y" -0.981202749677419
4 "LAYING" "tGravityAcc.std().Y" -0.969816635740741
5 "LAYING" "tGravityAcc.std().Y" -0.985964053846154
6 "LAYING" "tGravityAcc.std().Y" -0.959161956491228
7 "LAYING" "tGravityAcc.std().Y" -0.955543549230769
8 "LAYING" "tGravityAcc.std().Y" -0.957990036481482
9 "LAYING" "tGravityAcc.std().Y" -0.9699944882
10 "LAYING" "tGravityAcc.std().Y" -0.966701156034483
11 "LAYING" "tGravityAcc.std().Y" -0.990765579649123
12 "LAYING" "tGravityAcc.std().Y" -0.974396492666667
13 "LAYING" "tGravityAcc.std().Y" -0.975948136290323
14 "LAYING" "tGravityAcc.std().Y" -0.94877486372549
15 "LAYING" "tGravityAcc.std().Y" -0.986036192361111
16 "LAYING" "tGravityAcc.std().Y" -0.966087103857143
17 "LAYING" "tGravityAcc.std().Y" -0.961466681267606
18 "LAYING" "tGravityAcc.std().Y" -0.994093522615385
19 "LAYING" "tGravityAcc.std().Y" -0.986993149638554
20 "LAYING" "tGravityAcc.std().Y" -0.976018476911765
21 "LAYING" "tGravityAcc.std().Y" -0.983732936111111
22 "LAYING" "tGravityAcc.std().Y" -0.958826938556944
23 "LAYING" "tGravityAcc.std().Y" -0.982794562916667
24 "LAYING" "tGravityAcc.std().Y" -0.993454358055556
25 "LAYING" "tGravityAcc.std().Y" -0.643578361424658
26 "LAYING" "tGravityAcc.std().Y" -0.987887995263158
27 "LAYING" "tGravityAcc.std().Y" -0.993701742972973
28 "LAYING" "tGravityAcc.std().Y" -0.9697590285
29 "LAYING" "tGravityAcc.std().Y" -0.99424764884058
30 "LAYING" "tGravityAcc.std().Y" -0.988930714857143
1 "SITTING" "tGravityAcc.std().Y" -0.935517055957447
2 "SITTING" "tGravityAcc.std().Y" -0.956750273043478
3 "SITTING" "tGravityAcc.std().Y" -0.903923008269231
4 "SITTING" "tGravityAcc.std().Y" -0.93272710386
5 "SITTING" "tGravityAcc.std().Y" -0.939942979795454
6 "SITTING" "tGravityAcc.std().Y" -0.960875994727273
7 "SITTING" "tGravityAcc.std().Y" -0.945436264583333
8 "SITTING" "tGravityAcc.std().Y" -0.937462301369565
9 "SITTING" "tGravityAcc.std().Y" -0.94645197
10 "SITTING" "tGravityAcc.std().Y" -0.935690006481481
11 "SITTING" "tGravityAcc.std().Y" -0.949792572075472
12 "SITTING" "tGravityAcc.std().Y" -0.963641979215686
13 "SITTING" "tGravityAcc.std().Y" -0.951353064693878
14 "SITTING" "tGravityAcc.std().Y" -0.95032266362963
15 "SITTING" "tGravityAcc.std().Y" -0.943561411694915
16 "SITTING" "tGravityAcc.std().Y" -0.968023206956522
17 "SITTING" "tGravityAcc.std().Y" -0.9667201059375
18 "SITTING" "tGravityAcc.std().Y" -0.984035479473684
19 "SITTING" "tGravityAcc.std().Y" -0.96996981369863
20 "SITTING" "tGravityAcc.std().Y" -0.966983534242424
21 "SITTING" "tGravityAcc.std().Y" -0.979355363176471
22 "SITTING" "tGravityAcc.std().Y" -0.954225015274194
23 "SITTING" "tGravityAcc.std().Y" -0.960917426323529
24 "SITTING" "tGravityAcc.std().Y" -0.971692544705882
25 "SITTING" "tGravityAcc.std().Y" -0.963415016923077
26 "SITTING" "tGravityAcc.std().Y" -0.949286700807692
27 "SITTING" "tGravityAcc.std().Y" -0.982553336571429
28 "SITTING" "tGravityAcc.std().Y" -0.971766352361111
29 "SITTING" "tGravityAcc.std().Y" -0.973604289833333
30 "SITTING" "tGravityAcc.std().Y" -0.959361306774194
1 "STANDING" "tGravityAcc.std().Y" -0.981225957924528
2 "STANDING" "tGravityAcc.std().Y" -0.97419442037037
3 "STANDING" "tGravityAcc.std().Y" -0.957425321803279
4 "STANDING" "tGravityAcc.std().Y" -0.917613464821429
5 "STANDING" "tGravityAcc.std().Y" -0.931973943392857
6 "STANDING" "tGravityAcc.std().Y" -0.96844910122807
7 "STANDING" "tGravityAcc.std().Y" -0.966162998679245
8 "STANDING" "tGravityAcc.std().Y" -0.958904114074074
9 "STANDING" "tGravityAcc.std().Y" -0.972573867555556
10 "STANDING" "tGravityAcc.std().Y" -0.975410724090909
11 "STANDING" "tGravityAcc.std().Y" -0.981047828723404
12 "STANDING" "tGravityAcc.std().Y" -0.970482614590164
13 "STANDING" "tGravityAcc.std().Y" -0.974681225789474
14 "STANDING" "tGravityAcc.std().Y" -0.965781048333333
15 "STANDING" "tGravityAcc.std().Y" -0.965687978301887
16 "STANDING" "tGravityAcc.std().Y" -0.980552435769231
17 "STANDING" "tGravityAcc.std().Y" -0.975810476025641
18 "STANDING" "tGravityAcc.std().Y" -0.981335941917808
19 "STANDING" "tGravityAcc.std().Y" -0.971426607808219
20 "STANDING" "tGravityAcc.std().Y" -0.957462721369863
21 "STANDING" "tGravityAcc.std().Y" -0.977681415955056
22 "STANDING" "tGravityAcc.std().Y" -0.971080742857143
23 "STANDING" "tGravityAcc.std().Y" -0.984818648823529
24 "STANDING" "tGravityAcc.std().Y" -0.968155388695652
25 "STANDING" "tGravityAcc.std().Y" -0.980642970675676
26 "STANDING" "tGravityAcc.std().Y" -0.966986433783784
27 "STANDING" "tGravityAcc.std().Y" -0.97964105225
28 "STANDING" "tGravityAcc.std().Y" -0.962801441898734
29 "STANDING" "tGravityAcc.std().Y" -0.985134032307692
30 "STANDING" "tGravityAcc.std().Y" -0.95814576338983
1 "WALKING" "tGravityAcc.std().Y" -0.971305961473684
2 "WALKING" "tGravityAcc.std().Y" -0.972116879661017
3 "WALKING" "tGravityAcc.std().Y" -0.962355639482759
4 "WALKING" "tGravityAcc.std().Y" -0.967963221
5 "WALKING" "tGravityAcc.std().Y" -0.961585474821429
6 "WALKING" "tGravityAcc.std().Y" -0.964248568070175
7 "WALKING" "tGravityAcc.std().Y" -0.969404155087719
8 "WALKING" "tGravityAcc.std().Y" -0.956781505625
9 "WALKING" "tGravityAcc.std().Y" -0.971242423076923
10 "WALKING" "tGravityAcc.std().Y" -0.971114719811321
11 "WALKING" "tGravityAcc.std().Y" -0.966240553559322
12 "WALKING" "tGravityAcc.std().Y" -0.9646191738
13 "WALKING" "tGravityAcc.std().Y" -0.960899845614035
14 "WALKING" "tGravityAcc.std().Y" -0.954455935762712
15 "WALKING" "tGravityAcc.std().Y" -0.971056501481481
16 "WALKING" "tGravityAcc.std().Y" -0.973784841960784
17 "WALKING" "tGravityAcc.std().Y" -0.968613202622951
18 "WALKING" "tGravityAcc.std().Y" -0.975311658928571
19 "WALKING" "tGravityAcc.std().Y" -0.958651200384615
20 "WALKING" "tGravityAcc.std().Y" -0.962003383529412
21 "WALKING" "tGravityAcc.std().Y" -0.964144520576923
22 "WALKING" "tGravityAcc.std().Y" -0.963639340217391
23 "WALKING" "tGravityAcc.std().Y" -0.966550706949153
24 "WALKING" "tGravityAcc.std().Y" -0.962578844310345
25 "WALKING" "tGravityAcc.std().Y" -0.965093441081081
26 "WALKING" "tGravityAcc.std().Y" -0.969040314237288
27 "WALKING" "tGravityAcc.std().Y" -0.973792999824561
28 "WALKING" "tGravityAcc.std().Y" -0.968780859814815
29 "WALKING" "tGravityAcc.std().Y" -0.975272848113208
30 "WALKING" "tGravityAcc.std().Y" -0.970176562153846
1 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.937018658979592
2 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.940068525531915
3 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.946094637755102
4 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.932066041111111
5 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.912363420851064
6 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.93357760125
7 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.952678693617021
8 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.941580934473684
9 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.936306558809524
10 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.937003823684211
11 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.926310469565217
12 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.94329842826087
13 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.92854437106383
14 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.920725940666667
15 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.925685893571429
16 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.955487793617021
17 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.946576675652174
18 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.932962218181818
19 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.917880864102564
20 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.908577153777778
21 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.940111830666667
22 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.945824352777778
23 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.93901254962963
24 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.941478979454546
25 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.937816011034483
26 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.9354258554
27 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.934963993181818
28 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.948404212173913
29 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.91390306375
30 "WALKING DOWNSTAIRS" "tGravityAcc.std().Y" -0.918678752419355
1 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.952849233207547
2 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.92376745375
3 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.909825953898305
4 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.923376019038462
5 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.900511719787234
6 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.912900683137255
7 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.939774255490196
8 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.931032068536585
9 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.901317321632653
10 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.937039417446809
11 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.924360832962963
12 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.941378352307692
13 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.922054968727273
14 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.907231431296296
15 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.927648821458333
16 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.933657461176471
17 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.91597346625
18 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.942056881206897
19 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.9010448505
20 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.92459435372549
21 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.941523624255319
22 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.941620221904762
23 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.910474557058824
24 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.916690779830509
25 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.931758272769231
26 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.937858157818182
27 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.947713378627451
28 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.927641087843137
29 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.923007798367347
30 "WALKING UPSTAIRS" "tGravityAcc.std().Y" -0.914933936
1 "LAYING" "tGravityAcc.std().Z" -0.85236629022
2 "LAYING" "tGravityAcc.std().Z" -0.984230418125
3 "LAYING" "tGravityAcc.std().Z" -0.964807543870968
4 "LAYING" "tGravityAcc.std().Z" -0.976176608888889
5 "LAYING" "tGravityAcc.std().Z" -0.977076645
6 "LAYING" "tGravityAcc.std().Z" -0.928130738421053
7 "LAYING" "tGravityAcc.std().Z" -0.961908984423077
8 "LAYING" "tGravityAcc.std().Z" -0.94183626337037
9 "LAYING" "tGravityAcc.std().Z" -0.9712046902
10 "LAYING" "tGravityAcc.std().Z" -0.963045642431035
11 "LAYING" "tGravityAcc.std().Z" -0.984192606315789
12 "LAYING" "tGravityAcc.std().Z" -0.9596439555
13 "LAYING" "tGravityAcc.std().Z" -0.959892863709677
14 "LAYING" "tGravityAcc.std().Z" -0.90130385627451
15 "LAYING" "tGravityAcc.std().Z" -0.950710357083333
16 "LAYING" "tGravityAcc.std().Z" -0.967886002
17 "LAYING" "tGravityAcc.std().Z" -0.957164565211268
18 "LAYING" "tGravityAcc.std().Z" -0.990957249538462
19 "LAYING" "tGravityAcc.std().Z" -0.988819031566265
20 "LAYING" "tGravityAcc.std().Z" -0.9765185525
21 "LAYING" "tGravityAcc.std().Z" -0.952416332444444
22 "LAYING" "tGravityAcc.std().Z" -0.952435389166667
23 "LAYING" "tGravityAcc.std().Z" -0.976780462083333
24 "LAYING" "tGravityAcc.std().Z" -0.979239668194444
25 "LAYING" "tGravityAcc.std().Z" -0.610161166287671
26 "LAYING" "tGravityAcc.std().Z" -0.984081708947368
27 "LAYING" "tGravityAcc.std().Z" -0.989056311351351
28 "LAYING" "tGravityAcc.std().Z" -0.97912466575
29 "LAYING" "tGravityAcc.std().Z" -0.98577817826087
30 "LAYING" "tGravityAcc.std().Z" -0.983274524857143
1 "SITTING" "tGravityAcc.std().Z" -0.949040933191489
2 "SITTING" "tGravityAcc.std().Z" -0.954415873043478
3 "SITTING" "tGravityAcc.std().Z" -0.897736318269231
4 "SITTING" "tGravityAcc.std().Z" -0.9509492546
5 "SITTING" "tGravityAcc.std().Z" -0.945008999545455
6 "SITTING" "tGravityAcc.std().Z" -0.955475832363636
7 "SITTING" "tGravityAcc.std().Z" -0.868602535416667
8 "SITTING" "tGravityAcc.std().Z" -0.935475331521739
9 "SITTING" "tGravityAcc.std().Z" -0.88585411242
10 "SITTING" "tGravityAcc.std().Z" -0.966898520555556
11 "SITTING" "tGravityAcc.std().Z" -0.971661610754717
12 "SITTING" "tGravityAcc.std().Z" -0.956208629607843
13 "SITTING" "tGravityAcc.std().Z" -0.930979556938776
14 "SITTING" "tGravityAcc.std().Z" -0.938415738148148
15 "SITTING" "tGravityAcc.std().Z" -0.952973658983051
16 "SITTING" "tGravityAcc.std().Z" -0.945813561478261
17 "SITTING" "tGravityAcc.std().Z" -0.9566106440625
18 "SITTING" "tGravityAcc.std().Z" -0.978340183157895
19 "SITTING" "tGravityAcc.std().Z" -0.960394960821918
20 "SITTING" "tGravityAcc.std().Z" -0.935854966151515
21 "SITTING" "tGravityAcc.std().Z" -0.965426493882353
22 "SITTING" "tGravityAcc.std().Z" -0.927950649854839
23 "SITTING" "tGravityAcc.std().Z" -0.923953600294118
24 "SITTING" "tGravityAcc.std().Z" -0.963406795735294
25 "SITTING" "tGravityAcc.std().Z" -0.969459982461538
26 "SITTING" "tGravityAcc.std().Z" -0.944580863846154
27 "SITTING" "tGravityAcc.std().Z" -0.967268066
28 "SITTING" "tGravityAcc.std().Z" -0.956087679583333
29 "SITTING" "tGravityAcc.std().Z" -0.966032045333333
30 "SITTING" "tGravityAcc.std().Z" -0.956635663064516
1 "STANDING" "tGravityAcc.std().Z" -0.976324063584906
2 "STANDING" "tGravityAcc.std().Z" -0.945927078703704
3 "STANDING" "tGravityAcc.std().Z" -0.928161577377049
4 "STANDING" "tGravityAcc.std().Z" -0.899404775267857
5 "STANDING" "tGravityAcc.std().Z" -0.914608495714286
6 "STANDING" "tGravityAcc.std().Z" -0.942795062280702
7 "STANDING" "tGravityAcc.std().Z" -0.939161014716981
8 "STANDING" "tGravityAcc.std().Z" -0.918293913703704
9 "STANDING" "tGravityAcc.std().Z" -0.932245295111111
10 "STANDING" "tGravityAcc.std().Z" -0.959579657727273
11 "STANDING" "tGravityAcc.std().Z" -0.989433253617021
12 "STANDING" "tGravityAcc.std().Z" -0.939534099016393
13 "STANDING" "tGravityAcc.std().Z" -0.976827157368421
14 "STANDING" "tGravityAcc.std().Z" -0.940757718
15 "STANDING" "tGravityAcc.std().Z" -0.958810153207547
16 "STANDING" "tGravityAcc.std().Z" -0.959562830769231
17 "STANDING" "tGravityAcc.std().Z" -0.969171762179487
18 "STANDING" "tGravityAcc.std().Z" -0.976044291369863
19 "STANDING" "tGravityAcc.std().Z" -0.958862043972603
20 "STANDING" "tGravityAcc.std().Z" -0.942437325616438
21 "STANDING" "tGravityAcc.std().Z" -0.958590002247191
22 "STANDING" "tGravityAcc.std().Z" -0.958890201587302
23 "STANDING" "tGravityAcc.std().Z" -0.947199734411765
24 "STANDING" "tGravityAcc.std().Z" -0.94618494942029
25 "STANDING" "tGravityAcc.std().Z" -0.967792578648649
26 "STANDING" "tGravityAcc.std().Z" -0.964228470675676
27 "STANDING" "tGravityAcc.std().Z" -0.968169953625
28 "STANDING" "tGravityAcc.std().Z" -0.951782181518987
29 "STANDING" "tGravityAcc.std().Z" -0.984464543538462
30 "STANDING" "tGravityAcc.std().Z" -0.949207368305085
1 "WALKING" "tGravityAcc.std().Z" -0.947717226105263
2 "WALKING" "tGravityAcc.std().Z" -0.972072847627119
3 "WALKING" "tGravityAcc.std().Z" -0.952091795
4 "WALKING" "tGravityAcc.std().Z" -0.962968112
5 "WALKING" "tGravityAcc.std().Z" -0.964580803928571
6 "WALKING" "tGravityAcc.std().Z" -0.957205025789474
7 "WALKING" "tGravityAcc.std().Z" -0.952159770526316
8 "WALKING" "tGravityAcc.std().Z" -0.956640104791667
9 "WALKING" "tGravityAcc.std().Z" -0.955523995576923
10 "WALKING" "tGravityAcc.std().Z" -0.957862728301887
11 "WALKING" "tGravityAcc.std().Z" -0.960852684067797
12 "WALKING" "tGravityAcc.std().Z" -0.9502762272
13 "WALKING" "tGravityAcc.std().Z" -0.948637587719298
14 "WALKING" "tGravityAcc.std().Z" -0.947516969830508
15 "WALKING" "tGravityAcc.std().Z" -0.95805876537037
16 "WALKING" "tGravityAcc.std().Z" -0.961387254313726
17 "WALKING" "tGravityAcc.std().Z" -0.956903248196721
18 "WALKING" "tGravityAcc.std().Z" -0.97248384875
19 "WALKING" "tGravityAcc.std().Z" -0.929187930961539
20 "WALKING" "tGravityAcc.std().Z" -0.953850439607843
21 "WALKING" "tGravityAcc.std().Z" -0.974939388076923
22 "WALKING" "tGravityAcc.std().Z" -0.955147847391304
23 "WALKING" "tGravityAcc.std().Z" -0.932981341864407
24 "WALKING" "tGravityAcc.std().Z" -0.962822966551724
25 "WALKING" "tGravityAcc.std().Z" -0.944995731216216
26 "WALKING" "tGravityAcc.std().Z" -0.966231561694915
27 "WALKING" "tGravityAcc.std().Z" -0.956593490526316
28 "WALKING" "tGravityAcc.std().Z" -0.944225031851852
29 "WALKING" "tGravityAcc.std().Z" -0.945981437169811
30 "WALKING" "tGravityAcc.std().Z" -0.943958420615385
1 "WALKING DOWNSTAIRS" "tGravityAcc.std().Z" -0.895939695102041
2 "WALKING DOWNSTAIRS" "tGravityAcc.std().Z" -0.931438313191489
3 "WALKING DOWNSTAIRS" "tGravityAcc.std().Z" -0.899943947755102
4 "WALKING DOWNSTAIRS" "tGravityAcc.std().Z" -0.937753794444444
5 "WALKING DOWNSTAIRS" "tGravityAcc.std().Z" -0.927192732978723
6 "WALKING DOWNSTAIRS" "tGravityAcc.std().Z" -0.934378766458333
7 "WALKING DOWNSTAIRS" "tGravityAcc.std().Z" -0.92875646893617
8 "WALKING DOWNSTAIRS" "tGravityAcc.std().Z" -0.897190012631579
9 "WALKING DOWNSTAIRS" "tGravityAcc.std().Z" -0.876641297380952
10 "WALKING DOWNSTAIRS" "tGravityAcc.std().Z" -0.902085224736842
11 "WALKING DOWNSTAIRS" "tGravityAcc.std().Z" -0.925814906086956
